Source,Target,Weight
N1650,N1623,1
N291,N292,1
N1150,N3,3
N1452,N1453,1
N1839,N1361,1
N1839,N1601,1
N1089,N228,1
N1089,N29,1
N650,N30,2
N400,N401,1
N757,N758,1
N757,N756,1
N757,N754,1
N757,N760,1
N757,N763,1
N757,N752,1
N757,N755,1
N757,N759,1
N757,N765,1
N751,N758,1
N751,N757,1
N751,N756,1
N751,N754,1
N751,N762,1
N751,N760,1
N751,N763,1
N751,N764,1
N751,N752,1
N751,N755,1
N751,N753,1
N751,N759,1
N751,N761,1
N751,N765,2
N754,N758,1
N754,N756,1
N754,N760,1
N754,N752,1
N754,N755,1
N754,N759,1
N754,N765,1
N762,N758,1
N762,N757,1
N762,N756,1
N762,N754,1
N762,N760,1
N762,N763,1
N762,N764,1
N762,N752,1
N762,N755,1
N762,N759,1
N762,N765,1
N760,N756,1
N763,N758,1
N763,N756,1
N763,N754,1
N763,N760,1
N763,N752,1
N763,N755,1
N763,N759,1
N763,N765,1
N764,N758,1
N764,N757,1
N764,N756,1
N764,N754,1
N764,N760,1
N764,N763,1
N764,N752,1
N764,N755,1
N764,N759,1
N764,N765,1
N752,N758,1
N752,N756,1
N752,N760,1
N752,N755,1
N752,N759,1
N752,N765,1
N755,N758,1
N755,N756,1
N755,N760,1
N755,N759,1
N755,N765,1
N753,N758,1
N753,N757,1
N753,N756,1
N753,N754,1
N753,N762,1
N753,N760,1
N753,N763,1
N753,N764,1
N753,N752,1
N753,N755,1
N753,N759,1
N753,N765,1
N759,N756,1
N759,N760,1
N761,N758,1
N761,N757,1
N761,N756,1
N761,N754,1
N761,N762,1
N761,N760,1
N761,N763,1
N761,N764,1
N761,N752,1
N761,N755,1
N761,N753,1
N761,N759,1
N761,N765,1
N765,N756,1
N765,N760,1
N765,N759,1
N1684,N172,1
N1306,N316,1
N1306,N1308,1
N1306,N1307,1
N1314,N64,1
N1034,N386,1
N131,N127,24
N131,N113,10
N131,N1779,1
N131,N29,24
N131,N833,14
N131,N128,11
N131,N91,1
N131,N181,1
N131,N75,25
N131,N56,2
N987,N172,1
N1808,N877,1
N1808,N121,1
N978,N979,1
N977,N64,1
N1507,N24,1
N1507,N1361,1
N1507,N1618,1
N1507,N1620,1
N1507,N30,1
N1507,N1601,1
N1507,N191,1
N1507,N1619,1
N238,N229,1
N238,N230,1
N238,N236,1
N238,N235,1
N238,N233,1
N1218,N145,1
N1218,N144,1
N1210,N9,1
N1210,N316,1
N1210,N910,1
N1377,N1058,1
N1377,N1057,1
N1377,N1059,1
N1625,N1626,1
N1746,N1747,1
N1613,N948,1
N1613,N1615,1
N1613,N1616,1
N1613,N1614,1
N1645,N3,1
N1659,N1660,1
N144,N1009,4
N144,N1042,1
N144,N145,26
N144,N973,1
N144,N1168,1
N144,N1008,3
N144,N1116,1
N1228,N145,1
N0,N1,1
N1581,N3,1
N235,N229,1
N235,N230,1
N235,N236,1
N235,N233,1
N727,N736,6
N727,N228,6
N727,N208,6
N727,N730,6
N727,N29,6
N727,N733,6
N727,N572,6
N727,N738,6
N727,N316,6
N727,N375,6
N727,N729,6
N727,N732,6
N727,N734,6
N727,N91,3
N727,N8,3
N727,N728,6
N727,N92,6
N727,N735,6
N727,N731,6
N727,N739,6
N727,N121,6
N727,N115,6
N727,N5,1
N727,N737,6
N240,N241,1
N613,N615,1
N613,N616,1
N613,N614,1
N337,N338,2
N889,N890,1
N889,N9,1
N1316,N172,1
N1254,N1253,2
N1196,N1197,1
N1196,N1203,1
N1196,N126,1
N1196,N1202,1
N1196,N9,1
N1196,N1201,1
N1196,N1199,1
N1196,N1198,1
N1196,N1200,1
N800,N670,1
N800,N671,1
N800,N5,1
N627,N628,1
N115,N302,6
N115,N736,6
N115,N228,6
N115,N30,1
N115,N113,1
N115,N114,1
N115,N730,6
N115,N733,6
N115,N303,6
N115,N572,6
N115,N738,6
N115,N304,4
N115,N375,6
N115,N729,6
N115,N732,6
N115,N734,6
N115,N91,2
N115,N728,6
N115,N735,6
N115,N731,6
N115,N739,6
N115,N301,4
N115,N56,1
N115,N300,1
N115,N5,1
N115,N737,6
N1769,N1754,1
N1769,N1752,1
N1769,N1751,1
N1769,N1753,1
N1709,N981,1
N450,N447,3
N450,N208,3
N450,N442,3
N450,N443,3
N1168,N145,2
N1168,N144,1
N358,N359,2
N851,N3,1
N165,N167,3
N165,N166,1
N718,N3,3
N1090,N1091,1
N1533,N439,1
N1533,N30,1
N1533,N74,1
N1533,N75,1
N1822,N1823,1
N1190,N972,1
N1190,N145,1
N1190,N973,1
N1190,N144,1
N1829,N559,1
N1518,N172,1
N344,N292,1
N223,N3,1
N249,N5,2
N1175,N64,1
N1120,N74,1
N1120,N1121,1
N1120,N1122,1
N533,N172,1
N70,N69,7
N70,N71,6
N70,N1267,1
N70,N280,1
N70,N72,12
N70,N1265,1
N70,N1266,1
N666,N190,1
N317,N316,3
N988,N172,1
N686,N292,1
N992,N993,1
N604,N503,1
N839,N835,1
N745,N3,2
N470,N471,1
N470,N472,1
N293,N292,1
N336,N3,3
N1524,N9,1
N1524,N1525,1
N5,N736,1
N5,N228,1
N5,N670,4
N5,N730,1
N5,N733,1
N5,N572,1
N5,N738,1
N5,N375,1
N5,N729,1
N5,N732,1
N5,N734,1
N5,N8,2
N5,N735,1
N5,N731,1
N5,N739,1
N5,N671,2
N5,N669,2
N5,N1223,1
N5,N737,1
N5,N1357,1
N912,N5,1
N673,N79,1
N673,N674,1
N1517,N74,1
N1333,N1334,1
N791,N789,1
N791,N790,1
N285,N172,1
N285,N286,1
N1082,N30,1
N818,N74,1
N1008,N1009,4
N1008,N145,1
N1008,N144,1
N1610,N1611,1
N951,N3,1
N737,N228,6
N737,N572,6
N737,N729,6
N737,N732,6
N737,N734,6
N737,N731,6
N737,N739,6
N444,N447,3
N444,N208,3
N444,N440,3
N444,N449,3
N444,N442,3
N444,N443,3
N444,N450,3
N663,N190,1
N799,N3,3
N437,N228,1
N102,N104,1
N102,N103,1
N102,N1662,2
N1117,N30,2
N614,N615,1
N614,N616,1
N1013,N64,2
N1328,N64,1
N542,N292,1
N580,N64,4
N1439,N1334,1
N1309,N64,2
N1141,N1128,1
N952,N64,2
N1644,N1623,1
N1270,N64,1
N1609,N1608,1
N1607,N1609,1
N1607,N1608,1
N1477,N1237,1
N357,N30,1
N1482,N190,6
N1407,N933,1
N1407,N1416,1
N1407,N181,1
N1407,N1408,1
N769,N190,2
N1817,N74,1
N205,N204,1
N1759,N1760,1
N1077,N172,1
N1216,N145,1
N1216,N144,1
N1021,N1022,1
N1273,N5,1
N1385,N1386,1
N1385,N386,1
N984,N985,1
N142,N5,1
N636,N30,1
N1669,N172,1
N1637,N1640,1
N1637,N1639,1
N1637,N1638,1
N1729,N172,1
N545,N544,1
N674,N79,1
N1859,N1048,1
N792,N789,1
N792,N791,1
N792,N790,1
N1455,N1456,1
N1741,N1742,1
N899,N172,1
N899,N30,1
N899,N896,1
N899,N895,1
N899,N316,1
N899,N897,1
N899,N900,1
N899,N898,1
N900,N896,1
N900,N897,1
N1828,N172,1
N1011,N1044,2
N1011,N385,1
N1011,N387,1
N1011,N1045,1
N1011,N386,2
N1073,N3,1
N592,N64,2
N602,N3,2
N1820,N1731,1
N1844,N172,1
N779,N3,2
N779,N181,1
N931,N933,1
N931,N30,1
N931,N74,1
N931,N932,1
N931,N75,1
N1837,N1838,1
N1212,N1205,1
N940,N3,1
N1062,N172,1
N943,N24,2
N943,N1448,1
N898,N896,1
N898,N897,1
N898,N900,1
N1824,N1825,1
N1421,N30,1
N1421,N74,1
N1421,N644,1
N558,N126,1
N558,N30,1
N558,N113,1
N558,N561,1
N558,N563,1
N558,N564,1
N558,N559,1
N558,N74,1
N558,N562,1
N558,N560,1
N599,N503,1
N1387,N933,1
N1170,N1171,1
N1257,N1058,1
N1257,N1057,1
N1257,N1059,1
N809,N190,1
N1285,N9,1
N1285,N8,1
N467,N317,1
N1448,N24,1
N587,N191,1
N790,N789,1
N360,N30,1
N360,N361,1
N1023,N74,1
N1499,N1498,1
N1699,N730,1
N1699,N1247,1
N824,N271,1
N1441,N79,1
N569,N3,2
N474,N475,1
N215,N216,1
N1500,N221,1
N66,N3,1
N386,N385,2
N775,N228,1
N775,N776,1
N775,N75,1
N815,N816,1
N793,N789,1
N793,N791,1
N793,N792,1
N793,N790,1
N196,N145,1
N196,N144,1
N1374,N5,2
N1266,N1267,1
N1266,N1265,1
N287,N3,1
N1335,N74,1
N1335,N5,1
N390,N3,1
N1116,N145,2
N1116,N144,1
N84,N902,1
N1232,N145,2
N398,N3,1
N1220,N145,1
N1220,N144,1
N1604,N1497,1
N1506,N24,1
N1506,N1507,1
N1191,N64,1
N1512,N1513,1
N7,N9,1
N7,N8,1
N719,N190,2
N1105,N3,2
N98,N99,1
N98,N5,1
N1240,N1241,1
